"metaphln"	"binsPTR"	"binsRelab"	"Ref_PTR"	"Ref_Relab"
"CSM7KOUN"	0.767978106516171	0.54571589998519	0.813046495755672	0.626452711015553	0.670424823260882
"CSM9X1XU"	0.775238205313077	0.667101316442747	0.777727415880853	0.755635284628313	0.759799326492669
"CSM9X1Y3"	0.708673986300104	0.651404093543459	0.738997470286888	0.652104854952908	0.681499198820382
"CSM9X1Y5"	0.792458700618858	0.745576983679813	0.835713111313087	0.665104337950346	0.817622665512855
"CSM9X1YV"	0.722777935305099	0.611822085855009	0.709025301852245	0.617219710628548	0.653876112121373
"CSM9X1Z4"	0.790980260163462	0.628103373751087	0.834127106186629	0.595096158751002	0.729952262060909
"CSM9X1ZC"	0.768087098921343	0.659121469451138	0.815947822530071	0.620510645364357	0.698177949274516
"CSM9X1ZO"	0.721248446280712	0.649027959841402	0.890609746905833	0.605654024174446	0.665495399143873
"CSM9X1ZQ"	0.742487035680473	0.650775641993667	0.897585017782305	0.603469936885873	0.689305391152102
"CSM9X1ZY"	0.711298240880078	0.684583222467105	0.87233887243176	0.631528281249275	0.65271499749324
"CSM9X211"	0.719919993547699	0.557982247589202	0.761483835186964	0.595436134308068	0.6590452330935
"CSM9X213"	0.72687247028812	0.550662598943481	0.809201692876192	0.558793184144976	0.6550301692031
"CSM9X215"	0.794350360416956	0.510045813244471	0.842295047647581	0.570527180875959	0.687190708184392
"CSM9X219"	0.69478101629216	0.51978299474879	0.728876119103423	0.561280134484049	0.642218063064392
"CSM9X21J"	0.729375158631187	0.639713426253767	0.738989302825786	0.626788822902125	0.703851407794537
"CSM9X21L"	0.685779102390066	0.573874082961874	0.795749543925101	0.647471752415677	0.709798521967946
"CSM9X21N"	0.758833023085921	0.661630920777845	0.755560053598771	0.663067809088192	0.724400348275545
"CSM9X21R"	0.752672766532107	0.612366880239315	0.73252764066322	0.637800678417341	0.652503353449739
"CSM9X21T"	0.701888974534415	0.631233902144159	0.706165459027811	0.629370401990318	0.653714021031778
"CSM9X222"	0.731463322736957	0.607110224120988	0.743343371372665	0.654183679127303	0.753205893894697
"CSM9X22G"	0.721201125148859	0.684487364529922	0.860735299026332	0.59552578925675	0.698204080921975
"CSM9X22I"	0.718763563983247	0.593928203087124	0.811236543615578	0.564188638041591	0.6815318125401
"CSM9X22K"	0.710361942046502	0.673494728995042	0.848314809075808	0.590256629691533	0.666769950755776
"CSM9X22S"	0.699797748582267	0.508896811493081	0.713316398681148	0.592662655099233	0.645580451642378
"CSM9X22U"	0.725969756557131	0.508094681138699	0.749254092775514	0.584455974611314	0.641003377598236
"CSM9X233"	0.739279599246974	0.603675303901415	0.728892236999973	0.653782978788326	0.786400617359125
"CSM9X235"	0.718510228580275	0.598382694202937	0.728890997990949	0.637281056278944	0.691461948504838
"CSM9X237"	0.78597472447768	0.613458070693597	0.730629204490037	0.635453923989659	0.829468742879943
"CSM9X23B"	0.730298820969217	0.607173714994163	0.715271947040082	0.646127667005384	0.699621996382771
"CSM9X23H"	0.839975082249836	0.515878473903224	0.882051524542452	0.634663280341641	0.72603817456539
"CSM9X23N"	0.766342238972335	0.512834552766014	0.79676647484349	0.612597744971186	0.684183390858287
"CSMA88CB"	0.859048310885257	0.800257110612388	0.891470013764398	0.737597927245114	0.786296077173637
"CSMA8M9R"	0.640588770490288	0.552451413187395	0.79579167078953	0.550971862417343	0.615463969991782
"CSMA9J65"	0.866167841791592	0.831535589968706	0.883742676959291	0.778872501803888	0.81012918414093
"CSMAAEUA"	0.642809056657641	0.652052065987215	0.833714592327867	0.554994721651128	0.599957128334794
"CSMACTZP"	0.867887850778137	0.786245073479606	0.862040851321293	0.758558113920208	0.796931860909812
"CSMAE44D"	0.664286883470647	0.579741780446465	0.820396012909929	0.592930668829506	0.634185352025209
"CSMAF72L"	0.887910987683093	0.759253586541672	0.91228585147892	0.759053312742933	0.804510584533964
"CSMAG78W"	0.7484684013394	0.679530088750512	0.854218528604017	0.636069028648045	0.752396193146672
"CSMAH393"	0.882761478338385	0.869821228885549	0.922451048480774	0.770308520562167	0.795551076049836
"CSMAHYLR"	0.734500442128716	0.648866416627096	0.838352022129065	0.638892347227512	0.744251264783446
"CSMAIG7X"	0.911710429782832	0.810710352059284	0.907722931298985	0.796512483136974	0.814913616140498
"ESM5GEXY"	0.792935628562376	0.562177242777115	0.810467043359239	0.618060963518618	0.727245320635844
"ESM5ME9U"	0.673844948683073	0.608816279585646	0.811145375563554	0.54709797765664	0.639539510045403
"ESM5MEB7"	0.760268652145428	0.584980052139	0.857739905641885	0.578093804406399	0.792410451742486
"ESM5MEBE"	0.780883097777079	0.58840846890969	0.782867913634143	0.603039819107309	0.697777068180708
"ESM5MEBG"	0.792689353428447	0.591762033800444	0.762619932745076	0.612430868197873	0.701549513208968
"ESM5MEBI"	0.801193149111005	0.576531137947835	0.772823104863052	0.60053011927388	0.723457125087864
"ESM5MEBS"	0.674685659549458	0.565892887569461	0.820077663368035	0.540864080660684	0.661854929818811
"ESM5MEBU"	0.672913366047215	0.618455228468287	0.838723737859515	0.580173287750933	0.653119900351323
"ESM5MEC3"	0.704068845774552	0.63995461316154	0.840619395608062	0.575354024951909	0.64707672159648
"ESM5MEC5"	0.690448496411878	0.724441890174949	0.922386528458963	0.591937138513026	0.678212242931893
"ESM5MEC9"	0.751919173839922	0.786678237077524	0.916518519172013	0.690785159359206	0.697401574132192
"ESM5MECL"	0.777077894485922	0.548273004183219	0.773012237234549	0.594125888080322	0.688121403202876
"ESM5MECQ"	0.748197087076212	0.559103026458051	0.801753697156223	0.596356376990935	0.687045183975284
"ESM5MED2"	0.795897148541893	0.54281992941432	0.87066108875503	0.582927648597934	0.827608639013537
"ESM5MEDD"	0.670757975596917	0.689624184474175	0.794110590555362	0.608471402702884	0.631253879716532
"ESM5MEDF"	0.743364996609228	0.690326008927111	0.818676378504281	0.625427229267631	0.785725091623201
"ESM5MEDK"	0.710561106822165	0.63137237585456	0.767617834282836	0.593815730274982	0.635521050287262
"ESM5MEDN"	0.73674283982747	0.708263368864313	0.796519989653699	0.657755247044655	0.649120098218977
"ESM5MEDU"	0.639635300329725	0.569498644619425	0.829117702461156	0.550082638340484	0.629226792599469
"ESM718SY"	0.683602258492368	0.644885283368217	0.871732640705114	0.54572749974096	0.650785933667418
"ESM718T7"	0.798855252813751	0.55545387879087	0.862545309018897	0.590373841393074	0.820919420190932
"ESM718T9"	0.795562583879884	0.550525145659484	0.884500697775904	0.640398148682186	0.835178528806035
"ESM718TF"	0.792936911627809	0.519540312207933	0.890562217424342	0.612770512246438	0.854861071355454
"ESM718TK"	0.876789024711544	0.601859882798795	0.925125865190921	0.637254981172605	0.90220396690123
"ESM718TM"	0.807739261135443	0.69932129246672	0.905657729823787	0.692803285460835	0.843963148692416
"ESM718UH"	0.735999556269844	0.616580321859334	0.813510610858122	0.577050755110023	0.605618930025882
"ESM718V4"	0.853360092926232	0.602574079281738	0.903226028163011	0.597082580308281	0.880202055780516
"ESM718V8"	0.783165287552983	0.610679777500121	0.889239939489694	0.584443618896743	0.809266598856651
"ESM7F5AK"	0.662178213971162	0.675050395999381	0.79850009322887	0.590097125887248	0.691835044423127
"ESM7F5AM"	0.79238836177462	0.587905743702823	0.868058214132224	0.556196541245584	0.622863322331992
"ESM7F5C5"	0.769169300432531	0.542223561637788	0.848614666562378	0.58406338396192	0.804460349086358
"ESM7F5C7"	0.78400285668973	0.518488665283109	0.867302975122289	0.569148452874439	0.812788098779
"ESM7F5CB"	0.834324264905358	0.650299255620178	0.862267498323849	0.596032966352298	0.649483995494056
"ESM7F5CD"	0.785402564277259	0.589671599296949	0.790414462179664	0.619740894040375	0.650093488037037
"ESM7F5CF"	0.812148004794835	0.609515664951863	0.791263019421368	0.622468474881937	0.64635781859472
"ESM9IEP1"	0.770346736369621	0.576128000556064	0.852109770937683	0.641055091493246	0.79987377409443
"HSM5FZBZ"	0.877357484346563	1	0.976153212671551	0.757105256242168	0.857692297749497
"HSM5MD3Y"	0.701857523308546	0.576870555198465	0.782760578354482	0.631660918624494	0.695218889264953
"HSM5MD41"	0.808846977390752	0.7236544562591	0.881760301070507	0.649781713642787	0.773046211663183
"HSM5MD43"	0.706307386081344	0.58311391053963	0.784976322584573	0.580482278930684	0.689490767352242
"HSM5MD48"	0.782849552545649	0.85812511541894	0.956487984090946	0.777961300221329	0.857074519419307
"HSM5MD4N"	0.661107217878008	0.501994194591144	0.788734170956785	0.570681773731007	0.639008807395871
"HSM5MD4O"	0.657835252370551	0.560375689148067	0.760590351546945	0.596254435103397	0.613869793791713
"HSM5MD4Y"	0.889264165305758	1	0.994251243617489	0.787361151688902	0.904684984726711
"HSM5MD53"	0.827458037179751	1	0.992452686871307	0.720169401965494	0.723222472314964
"HSM5MD5B"	0.734422859101964	0.579874008866065	0.799938828412164	0.550029978357442	0.752927396005846
"HSM5MD5D"	0.670018648732718	0.591916276247432	0.734096086018768	0.540568744952197	0.652649191707563
"HSM5MD5P"	0.80051148995329	1	0.987836267442922	0.709380339134453	0.714864769841589
"HSM5MD62"	0.714843118861968	0.709333763092564	0.84263558570758	0.650035473519085	0.676514454140246
"HSM5MD66"	0.803332127685481	0.734874247586583	0.808929920048326	0.736254656446761	0.738579118064119
"HSM5MD6A"	0.726112794953617	0.697513691771039	0.783260053327434	0.620425050340726	0.685389226077888
"HSM5MD6A_TR"	0.723751819828571	0.682423095275251	0.79408789784621	0.653207376053341	0.680881161918005
"HSM5MD6C"	0.695376743862635	0.626786529397939	0.761196357358965	0.670600368935993	0.681321548495819
"HSM5MD6I"	0.751043008269664	0.570129659493944	0.843966020515227	0.609523697907953	0.780538651732925
"HSM5MD6K"	0.720585240895973	0.564730509238698	0.838732293746736	0.615131926416735	0.782341053874751
"HSM5MD6M"	0.751735687347889	0.553588471763237	0.84392975888809	0.613851653253176	0.783639364803286
"HSM5MD6Q"	0.705909659351202	0.593014963078722	0.723605876442481	0.604790315581557	0.627559784507257
"HSM5MD6W"	0.795154852534906	0.709433936353967	0.798556662887625	0.690751101409709	0.702362270171387
"HSM5MD6Y"	0.676034244332571	0.620030233253607	0.760959076096766	0.56791331844941	0.702279027702236
"HSM5MD71"	0.653015729452471	0.595662640907833	0.722248044749844	0.533497718919914	0.632959697293503
"HSM5MD73"	0.643743082343752	0.591542243113495	0.756858671495634	0.578002143832174	0.620856577417978
"HSM5MD75"	0.697570287465003	0.664768034046039	0.778895778661771	0.694680970974225	0.672003678974259
"HSM5MD79"	0.799370519036812	1	0.974222638842519	0.758720027401596	0.7313869530647
"HSM5MD7J"	0.890593627801891	1	0.984434819551944	0.746153118607622	0.875684379415937
"HSM5MD7K"	0.705084371458857	0.633543921533762	0.832694909280456	0.636054077474432	0.774059152973608
"HSM5MD7M"	0.796530418334382	0.683061168342821	0.843619674933722	0.72001495845532	0.855237412618992
"HSM5MD7Q"	0.992281249774192	1	1	0.987239796388937	0.998793994642069
"HSM5MD7S"	0.855336978795112	0.724742191631144	0.897942327235409	0.792322642609225	0.924570121487271
"HSM5MD7U"	0.826749121773451	0.727647764775645	0.920466138393939	0.699898404709856	0.896266583967255
"HSM67VCZ"	0.850800245661239	0.84751600444054	0.935701156383043	0.678794132075515	0.830557940448519
"HSM67VD2"	0.795365779829406	0.743294948090849	0.92611975856022	0.651368551427844	0.811382422110484
"HSM67VD4"	0.922255824877398	0.982062679079679	0.955818305362288	0.707828566143183	0.890921178910169
"HSM67VD6"	0.808090338488168	0.771322767121127	0.890889210086115	0.628766064429498	0.797298198143837
"HSM67VDP"	0.936543073382689	1	1	0.919846278795211	0.878670836975106
"HSM67VDT"	0.738635485491813	0.744095305215492	0.827986045239865	0.63002904026988	0.62491910555527
"HSM67VE4"	0.889944109592361	1	0.980173002579944	0.793402181107342	0.845722046199687
"HSM67VEC"	0.856847879835105	0.714526017316413	0.848202607240481	0.704492021648869	0.913985194501363
"HSM67VEE"	0.819015735778626	0.706003153363612	0.810979269643661	0.707620273737359	0.885032653430064
"HSM67VEG"	0.771466116811342	0.758529553072825	0.861834517743728	0.682663114950069	0.857146060642006
"HSM67VEI"	0.737767019980602	0.715736145364212	0.867803913503848	0.636153825714716	0.811802803690185
"HSM67VEK"	0.781621111269727	0.695992469675336	0.913177976932377	0.640510633265673	0.84938327119049
"HSM67VEM"	0.733691743197261	0.64118750120685	0.885575899288184	0.611439301991949	0.79654014905426
"HSM67VEM_TR"	0.739677388589354	0.599541662258731	0.89340058258144	0.62001451083735	0.80973479428384
"HSM67VEO"	0.678530633921466	0.500654122945449	0.805715650375487	0.539666711051215	0.600816842563731
"HSM67VEQ"	0.678275103768276	0.538952331778189	0.761486171619835	0.570467810942787	0.656244868826394
"HSM67VES"	0.670588218208088	0.523593195139129	0.816345468288536	0.536954406886928	0.603597619213212
"HSM67VEU"	0.667851998754381	0.545686456706984	0.762288271653619	0.530195095266561	0.615773914950032
"HSM67VEW"	0.686823769273819	0.578371705794733	0.791384354024709	0.543619083638143	0.630101785657371
"HSM67VF3"	0.851389454615999	0.767149679961464	0.869490335734543	0.738473621355341	0.722040211935474
"HSM67VF9"	0.92308365803834	0.81947337944082	0.942130536433057	0.823920887265655	0.861056370846615
"HSM67VFF"	0.85258633310124	1	0.988337929895234	0.739279222955192	0.794235036081856
"HSM67VFH"	0.902517624530116	1	0.994539251426	0.814747393268112	0.826063793419873
"HSM67VFJ"	0.883015079281816	1	0.997102406431868	0.789619451415961	0.811768327045938
"HSM67VFR"	0.857496204167919	1	0.996815954066769	0.784819876473043	0.820793593124539
"HSM67VFX"	0.636618896631273	0.58921690950522	0.735289109525237	0.547905230585225	0.65519021191053
"HSM67VFZ"	0.66413472520749	0.57477837831348	0.748565263848899	0.541475836181463	0.639594112334142
"HSM67VG8"	0.787379165767155	0.62956320820794	0.881277341777354	0.555418290436532	0.736084596397986
"HSM67VGA"	0.678932254440498	0.643387851281001	0.756717760816174	0.641900864414864	0.6512965549904
"HSM67VGC"	0.670116331106916	0.590884109129636	0.813288570029436	0.628106734480818	0.669421446798707
"HSM67VGG"	0.784870021683698	0.697319625560951	0.804000523193786	0.698742076707524	0.772585325811373
"HSM67VGK"	0.81923763362523	0.595189794105349	0.76750698874751	0.630330506363262	0.813597768671534
"HSM67VGK_TR"	0.821719195333562	0.612267742193612	0.770369352776803	0.639642692919309	0.805166436201555
"HSM67VGY"	0.694995527659977	0.577667307913589	0.772365995722603	0.568448788429311	0.63348141234174
"HSM67VH1"	0.690716450060947	0.539320291522254	0.769777132910578	0.604435622171757	0.718596899524994
"HSM67VHB"	0.796041456943919	0.721606636609734	0.898334011189147	0.627743009566064	0.79695030132695
"HSM67VHD"	0.800356306477994	0.749468738178144	0.891366979161934	0.645379904974932	0.804990842004809
"HSM67VHF"	0.783910578359331	0.731678063113999	0.883968361156675	0.626484796224304	0.787312597776638
"HSM67VHH"	0.831149392994307	0.895001900181265	0.906043343052578	0.659718608228105	0.808100354347454
"HSM67VHJ"	0.836883582560429	0.755821798737679	0.878050875898636	0.632971692411403	0.809873149390609
"HSM67VHK"	0.933748478765903	0.917798572268348	0.985213682826659	0.886799638541566	0.867181683179663
"HSM67VHQ"	0.67686116111594	0.618703289031571	0.819825787504888	0.59418291468153	0.646070936763463
"HSM67VHS"	0.693451139203554	0.585114414129449	0.816240802426125	0.603548726204045	0.66139496974246
"HSM67VHW"	0.677348788710469	0.531235835705135	0.775917527964304	0.605529801889075	0.634725210258043
"HSM67VI1"	0.668954746026503	0.55390353069503	0.729406722214442	0.567975108168532	0.632839163039049
"HSM67VI3"	0.692825470550477	0.766356114743435	0.778456412635775	0.60912782308166	0.627925320714211
"HSM67VI5"	0.733948852617582	0.742639381379867	0.790247431744428	0.619874783566442	0.635983384428334
"HSM67VI7"	0.723359301916101	0.768131113201984	0.814911266648533	0.62161170271423	0.609401301222789
"HSM67VI9"	0.7141462929435	0.745941895382993	0.853360418428002	0.609838646414926	0.615937458018535
"HSM67VIB"	0.735032386492259	0.739260771532477	0.79684426745306	0.584328808232463	0.636168351818921
"HSM67VID"	0.778297696625327	0.666264836677978	0.916653727679862	0.694323743856306	0.824228391771244
"HSM67VIF"	0.728345230064171	0.567717766720606	0.874641967487803	0.63775544836999	0.799279318183983
"HSM67VIL"	0.848971296801894	0.523600860073314	0.932689165835447	0.664589871116893	0.861096635383273
"HSM6XRQ8"	0.805257921713174	0.53073755988678	0.748533141342841	0.607824601911508	0.795347039563506
"HSM6XRQB"	0.855720917583029	0.836386834262451	0.904335281739399	0.786229102957191	0.79011177822576
"HSM6XRQI"	0.849856207447009	0.822292270898977	0.922806999359732	0.763677445424571	0.766566177564449
"HSM6XRQK"	0.835634034372895	0.834091532867857	0.916845162434454	0.754193199927372	0.758908404140145
"HSM6XRQM"	0.777369420100527	0.76786098073187	0.885329500713681	0.695251480646179	0.723046942947103
"HSM6XRQO"	0.730306510749219	0.765244321210071	0.836549435963378	0.641689074170303	0.689294154763664
"HSM6XRQS"	0.866208575578026	0.93984286884961	0.975394865344214	0.805615111808431	0.783552901871622
"HSM6XRQU"	0.860405371400502	0.941897864399785	0.958827992529939	0.750660707880393	0.77029281757119
"HSM6XRQW"	0.863114779373212	0.926215886830645	0.968140249656636	0.766144329621519	0.77967224720337
"HSM6XRQY"	0.854214870764401	0.892981052205819	0.924468806580442	0.777463915630392	0.784481685157658
"HSM6XRR3"	0.848334633092535	0.729777424476391	0.868134262305791	0.74689458404338	0.859239460726705
"HSM6XRR5"	0.662937146595086	0.615652867155292	0.72182586947045	0.613015471734446	0.697417296069183
"HSM6XRR7"	0.694199825515174	0.578094272269996	0.747487422930462	0.597288983457378	0.69329054703385
"HSM6XRRB"	0.975813814792612	1	0.996310187620844	0.835167018279707	0.835110812175637
"HSM6XRRD"	0.710934830812923	0.692404722476607	0.911740968174198	0.614903156667103	0.835271899295761
"HSM6XRRJ"	0.877567185641174	0.742413587645443	0.94121800208328	0.789087104148679	0.875406634175187
"HSM6XRRV"	0.680272691640542	0.587294932564012	0.727762281851321	0.625031404939098	0.6604654047049
"HSM6XRS2"	0.795815957834574	0.673203720106038	0.763827565164845	0.667098203892428	0.771422814974346
"HSM6XRS4"	0.992555453790409	1	1	1	0.998156817772049
"HSM6XRS6"	0.991143862164365	1	1	0.976068647095497	0.998177456713954
"HSM6XRSE"	0.885262942830331	0.845021608672965	0.916372987378611	0.784205141217898	0.858256537533964
"HSM6XRSG"	0.941767237985253	1	1	0.941087251880376	0.886421898071544
"HSM6XRSI"	0.939499409241944	1	1	0.925256828406734	0.881968958420162
"HSM6XRSN"	0.713157958235302	0.602372715869467	0.824650211433306	0.575982559838321	0.682456000959081
"HSM6XRST"	0.702071169894458	0.520082497884914	0.797484385063159	0.598190702626273	0.653151002064629
"HSM6XRSX"	0.71393087886882	0.640309267651166	0.764427747886519	0.557934931070165	0.661833902223456
"HSM6XRT8"	0.680372668629894	0.604457688604247	0.78261501500515	0.628613748797569	0.677761304328598
"HSM6XRTG"	0.769032331261817	0.61186158949751	0.779165383159666	0.621199368833321	0.798086263780199
"HSM6XRTM"	0.671167708199804	0.54785300179614	0.800834931147635	0.541500050663461	0.638475389118199
"HSM6XRTO"	0.744426345287165	0.566958198048813	0.83644579214763	0.569659232494445	0.665256092169779
"HSM6XRTQ"	0.78062630408233	0.577223838227807	0.820493746418835	0.639117673257699	0.761973310692607
"HSM6XRTS"	0.718613634118564	0.53198767665849	0.776001399477113	0.566594953319569	0.654063510389001
"HSM6XRUL"	0.744483105526788	0.565660840703588	0.721001210399254	0.604602792000366	0.631337777858045
"HSM6XRUN"	0.765917727467851	0.520829896481753	0.708548649550736	0.597954786246557	0.633506785972753
"HSM6XRUR"	0.887741753262013	0.608637589676333	0.853273008460344	0.606527125692772	0.890186445180424
"HSM6XRUV"	0.794751063085769	0.726399585045077	0.908036875260201	0.621434966634503	0.802065021608654
"HSM6XRUX"	0.678632597615081	0.696700111266598	0.796963583334428	0.601876255740213	0.684234282934918
"HSM6XRUZ"	0.661008755137893	0.706764022571281	0.78332907101772	0.628793255221524	0.725289251823455
"HSM6XRV2"	0.679432446291505	0.752932140038426	0.802659469972837	0.662566612603627	0.718129526925991
"HSM6XRV4"	0.661646933732597	0.607249214419202	0.767539099043347	0.604569364457433	0.704426940346512
"HSM6XRV6"	0.650215817580242	0.580484544599119	0.767485273067166	0.590453250446816	0.708974419097593
"HSM6XRV8"	0.739401442373237	0.700328128755978	0.815212913123105	0.598818199694362	0.793788176747134
"HSM6XRVA"	0.763716356222514	0.609839821711462	0.863498657815994	0.642309686385733	0.8018074042178
"HSM6XRVC"	0.714254824441218	0.578723970090245	0.830501274478716	0.61191834870347	0.792709381409698
"HSM6XRVC_TR"	0.755911995465085	0.557490996965103	0.816809264922791	0.610933228068924	0.815307263154513
"HSM6XRVK"	0.716626421047893	0.552969047137843	0.82093253321668	0.627656458276572	0.797158251309431
"HSM6XRVM"	0.688017955754609	0.660482571584054	0.811836429776397	0.637287739826471	0.677967331001518
"HSM6XRVO"	0.706342357141367	0.6280842570065	0.837399458176283	0.63278999250674	0.693336809638895
"HSM6XRVU"	0.706993061471711	0.660022789785534	0.762922142445066	0.668171761080791	0.689872936568781
"HSM6XRVW"	0.807658911171214	0.718231542252686	0.846007469960257	0.640714029125889	0.732680425518911
"HSM7CYX2"	0.752208074446823	0.560817424168321	0.79038504959817	0.59801512543807	0.801247273361265
"HSM7CYX4"	0.755391935144779	0.614834054464794	0.753356616491753	0.613096435548933	0.770223495212525
"HSM7CYX6"	0.717246625582849	0.586545414205871	0.746369242096198	0.60955419980629	0.76271244064858
"HSM7CYX8"	0.704011708362948	0.631679725420324	0.759922952714721	0.609118498897171	0.764828714156181
"HSM7CYXA"	0.713847219493391	0.603746314943784	0.771318737191883	0.601141884604894	0.769542112302174
"HSM7CYXC"	0.719807037854913	0.575796425775935	0.788613961755549	0.61277549058493	0.769961269898139
"HSM7CYXE"	0.818200454214042	0.734925371172952	0.846860951992439	0.676408124669161	0.734598091937513
"HSM7CYXG"	0.714257430853674	0.662787171367468	0.809489871362491	0.628554720519439	0.713906925422684
"HSM7CYXI"	0.789203186350521	0.795535299610486	0.805834045221281	0.720365114717083	0.674296760431171
"HSM7CYXO"	0.826512568662361	0.748742455150102	0.810290702024359	0.677863325597516	0.705232842706547
"HSM7CYXQ"	0.725485248785337	0.742630168412104	0.815620418246759	0.645922908396721	0.692419111337966
"HSM7CYXS"	0.676574837437582	0.556472848662368	0.774850802593318	0.610627311661479	0.652325831387942
"HSM7CYY3"	0.871454199730147	1	0.99115196613663	0.794904909266571	0.793878817082939
"HSM7CYY5"	0.764963919712207	0.643107796394839	0.74487475261096	0.669009546060048	0.684796152929788
"HSM7CYY7"	0.874089901295426	1	0.985771207805285	0.735223720543912	0.83322727063648
"HSM7CYY9"	0.799619028123709	0.832500514150623	0.917756554097679	0.743915108037911	0.766842327899725
"HSM7CYYB"	0.994687405421504	1	0.998628717662996	0.975331535603703	0.995821607773263
"HSM7CYYD"	0.850126430201148	0.913031555708941	0.924311792398469	0.721305735883139	0.764916644895581
"HSM7CYYF"	0.876790164155091	1	0.99632652049021	0.762738966228509	0.776007024582382
"HSM7CYYH"	0.825171038088531	1	0.995416089317501	0.739220071127821	0.800061417341644
"HSM7CYYP"	0.896641322231345	1	0.997936716889465	0.867757105174577	0.820307343960427
"HSM7CYZ5"	0.929377365047248	0.828053029278181	0.961525412415117	0.89493578296782	0.955633201859215
"HSM7CYZ7"	0.940736385355336	0.828442690176799	0.930639067694287	0.889167263686063	0.958002559494439
"HSM7CYZ9"	0.902102739164898	0.806418514020784	0.887417634877597	0.802089287179799	0.92817111521067
"HSM7CYZB"	0.799160367324483	0.833724535096134	0.906284505131974	0.816616908359932	0.915371456621878
"HSM7CYZD"	0.78426580366149	0.828083713359638	0.90112614146755	0.804136865656476	0.911445040776181
"HSM7CYZF"	0.793422600153918	0.799256440516177	0.841947843202437	0.75399389110574	0.867342315515763
"HSM7CYZJ"	0.666525913605363	0.581140500492983	0.738621620578652	0.544612255243907	0.679304181050927
"HSM7CYZL"	0.682422971416895	0.588983953027493	0.733273753975893	0.550151111193052	0.64718857952684
"HSM7CYZR"	0.682304238313324	0.618832156833423	0.816208172053003	0.541355854162794	0.633081403189309
"HSM7CYZT"	0.928049025099207	1	1	0.910511238615227	0.880255083900949
"HSM7CYZV"	0.928221290617216	1	1	0.881653876014675	0.87900670766229
"HSM7CZ14"	0.915426236670594	1	0.997591346387169	0.87050450728179	0.868068375327973
"HSM7CZ16"	0.768454242254489	0.520478909497555	0.757963683760399	0.613835886201496	0.764221392836776
"HSM7CZ18"	0.688072924890512	0.531907427376924	0.734095153798082	0.580551055600336	0.666147310269862
"HSM7CZ1A"	0.691396260298431	0.568004425633571	0.708317719460785	0.57917527221499	0.632124486837037
"HSM7CZ1C"	0.662936255326129	0.579653411997357	0.746814665786807	0.56617723324121	0.65281269579293
"HSM7CZ1E"	0.87589821771772	0.543984303717406	0.853242505651435	0.631737470781177	0.867799663504509
"HSM7CZ1G"	0.761238342708121	0.580248163217523	0.729221825653909	0.582310732563174	0.754087168474293
"HSM7CZ1V"	0.775104138276765	0.723707623838603	0.812991631008518	0.619064137556629	0.709804669520909
"HSM7CZ1Z"	0.726478807962685	0.739019547630809	0.812329058336115	0.585628532536533	0.665661155870033
"HSM7CZ22"	0.696116725883793	0.769767050259037	0.782229504720953	0.629632838066462	0.668335074352207
"HSM7CZ24"	0.706229199516493	0.751406559660086	0.804257373133296	0.637147179052918	0.611223303628977
"HSM7CZ26"	0.710057392421762	0.746865018073244	0.836226866875454	0.639275777087767	0.650635269057727
"HSM7CZ28"	0.690731385155156	0.747496928706611	0.773324102280234	0.634398118436757	0.630134599031499
"HSM7CZ2A"	0.716366732569981	0.785636453832222	0.85556959461041	0.686245978206261	0.655070920848181
"HSM7CZ2E"	0.69178277191639	0.778552299628587	0.872078486224652	0.61882722120646	0.635973612906778
"HSM7CZ2H"	0.679452807072914	0.669583840192913	0.7529689465714	0.605812333938618	0.632678388030988
"HSM7CZ2Z"	0.793733636763068	0.748559988834559	0.89080378507294	0.634005191840168	0.80437815944217
"HSM7CZ32"	0.886735738828656	0.815962153923206	0.955664101662752	0.762256282474203	0.757041992909009
"HSM7CZ36"	0.927445418228827	0.90350044502377	0.976639043352223	0.75716120324548	0.817856852042176
"HSM7CZ38"	0.859645867221511	0.883616515624211	0.983734587655867	0.791285611975465	0.774421429560799
"HSM7CZ3A"	0.76990567002991	0.578942482695937	0.748119430017873	0.577448291119214	0.618489542598555
"HSM7CZ3C"	0.727827822822577	0.556126888545182	0.765591418636104	0.568854401157631	0.600944875848803
"HSM7CZ3E"	0.727264416202707	0.734543759115795	0.816663082860673	0.598622791152165	0.632615397512553
"HSM7CZ3G"	0.742824318255251	0.598246267279383	0.758732611792118	0.611866989282941	0.628959357766288
"HSM7J4G1"	0.791298161278426	0.636057522667874	0.838794078309688	0.592399933493418	0.736183137713312
"HSM7J4G8"	0.704239480319373	0.566350520910937	0.771030681188625	0.529194966050115	0.657705767437026
"HSM7J4GD"	0.748723117137372	0.733370894234341	0.910284268145214	0.664538087459487	0.745862392182623
"HSM7J4GP"	0.714758841169257	0.756959409604506	0.816408008050056	0.605052922742867	0.674916192339147
"HSM7J4GR"	0.744805416780071	0.691013327031613	0.794361268763096	0.633496874085006	0.697605848724684
"HSM7J4HA"	0.689749391981374	0.503102666197935	0.72195561021429	0.576044649221296	0.655090310411121
"HSM7J4HC"	0.751950510621473	0.50545588663181	0.703298004912227	0.625760014339765	0.669555589718722
"HSM7J4HE"	0.838592386631898	0.543629960064959	0.835074832986903	0.617608750112706	0.806009862938735
"HSM7J4HG"	0.725558183190765	0.569094477113922	0.739087872685507	0.604068303045608	0.670790776081976
