"Species"	"Kruskall_Wallis_P_Value"	"CD_nonIBD_P_Value"	"CD_UC_P_Value"	"UC_nonIBD_P_Value"	"CD_Mean"	"UC_Mean"	"nonIBD_Mean"
"SRS1735456_15.hgm"	"0.0463805930657966"	"0.56461499630784"	"0.0471277651411205"	"0.0789112309553946"	"0.102778799245935"	"0.156536090231993"	"0.250121166828587"
"SRS1735557_8.hgm"	"0.426626189788849"	"0.568348167145143"	"0.714015799236185"	"0.675144069569108"	"0.252326056522666"	"0.215862133718823"	"0.186469944342748"
"SRS1735679_4.hgm"	"0.367577291609899"	"0.516010184437819"	"0.551447878827185"	"0.475379854285794"	"0.532709270537899"	"0.599965035661229"	"0.520278835453537"
"SRS1735703_14.hgm"	"0.84969417540621"	"1"	"1"	"1"	"0.0284598837405992"	"0.0646870719428719"	"0.078578129727517"
"SRS259497_2.hgm"	"0.778670867182803"	"0.744125062386066"	"0.744125062386066"	"0.744125062386066"	"0.0219158646266467"	"0.0490180257126158"	"0.023395296151797"
"SRS294840_55.hgm"	"0.49141106183072"	"0.602080748567649"	"0.602080748567649"	"0.746885633390364"	"0.0350098987598921"	"0.0601701094563841"	"0.105320426912883"
"SRS294930_28.hgm"	"0.200890484096261"	"0.60694202076457"	"0.234848258131042"	"0.60694202076457"	"0.0887333278347411"	"0.156884780664448"	"0.0668700860998084"
"SRS294956_23.hgm"	"0.574312386814762"	"0.582667837284337"	"0.79545167210406"	"0.582667837284337"	"0.0803047872033393"	"0.0797008025665353"	"0.117658223492185"
"SRS294989_46.hgm"	"0.569453489542865"	"0.540080478389853"	"0.540080478389853"	"0.540080478389853"	"0.0637897437942265"	"0.130492896047327"	"0.163414883811457"
"SRS295008_15.hgm"	"0.903672406184541"	"1"	"1"	"1"	"0.27883520977358"	"0.314045620819702"	"0.228145464836412"
"SRS295010_88.hgm"	"0.60625965806096"	"0.628298637175921"	"0.628298637175921"	"0.628298637175921"	"0.0426929544264265"	"0.0300196988217755"	"0.0223630348631441"
"SRS295012_18.hgm"	"0.535405779796536"	"0.94333260102738"	"0.766370741140879"	"0.94333260102738"	"0.0940207025059344"	"0.0997948315751369"	"0.0401951962129773"
"SRS311548_12.hgm"	"0.0433008145727142"	"0.0638447035069063"	"0.479313206819066"	"0.0545536325679203"	"0.390409847637778"	"0.394058478461586"	"0.25859758845815"
"SRS332210_5.hgm"	"0.172542489471272"	"0.175211776800461"	"0.911687644046724"	"0.175211776800461"	"0.448231471032218"	"0.541085259255811"	"0.674478455095718"
"SRS372948_2.hgm"	"0.817930077903394"	"0.983781806816302"	"0.983781806816302"	"0.983781806816302"	"0.0586848468177908"	"0.0424709932357194"	"0.0605928363471357"
"SRS373206_4.hgm"	"0.00866016846396429"	"0.0103999592260721"	"0.715417233862056"	"0.0103999592260721"	"0.307863476919157"	"0.299190534223985"	"0.394569604740281"
"SRS475574_7.hgm"	"0.535796957667458"	"0.81103242196434"	"1"	"0.872311503647243"	"0.0371872349973511"	"0.0346292878575978"	"0.112290661289076"
"SRS475693_1.hgm"	"0.736597045692545"	"1"	"1"	"1"	"0.0410814540090343"	"0.0791114441246873"	"0.123069374441385"
"SRS476023_14.hgm"	"0.719637529469814"	"0.795162124037354"	"0.795162124037354"	"0.799903195381623"	"0.0913519716988532"	"0.0926720483719026"	"0.0593656645679055"
"SRS476024_18.hgm"	"0.92415485003741"	"1"	"1"	"1"	"0.14241437475827"	"0.16530378396334"	"0.243128094292728"
"SRS476037_7.hgm"	"0.639563288686876"	"1"	"1"	"1"	"0.0261219388194578"	"0.0360327475909309"	"0.0257566587990765"
"SRS476121_4.hgm"	"0.740818220681717"	"0.902523250177679"	"0.902523250177679"	"0.902523250177679"	"0.0144527875066972"	"0.024685065099923"	"0.0275064420136984"
"SRS476326_100.hgm"	"0.945761920725607"	"0.92471903748677"	"0.92471903748677"	"0.92471903748677"	"0.0256936600243177"	"0.0868138060090077"	"0.0958477251753817"
"SRS820594_22.hgm"	"0.15581414992961"	"0.385295320231332"	"0.227519314483449"	"0.299068535708916"	"0.143263984890717"	"0.106262245113037"	"0.202457724552533"
"SRS820605_29.hgm"	"0.971314197114232"	"0.971913133953306"	"0.971913133953306"	"0.971913133953306"	"0.0676230831902487"	"0.0107211256728325"	"0.109696120775739"
