"Axis.1"	"Axis.2"	"Clusters"	"X1297617.4.patric"	"X349741.6.patric"	"X484020.3.patric"	"X568816.4.patric"	"X657309.4.patric"	"X657319.15.patric"	"X709991.3.patric"	"X890402.3.patric"	"X1073375.3.patric"	"X1121101.3.patric"	"X1128111.23.patric"	"X1203465.3.patric"	"X1236512.3.patric"	"X1262754.3.patric"	"X1262776.3.patric"	"X1262777.3.patric"	"X1262889.3.patric"	"X1262947.3.patric"	"X1262949.3.patric"	"X1262979.3.patric"	"X1262989.3.patric"	"X1262992.3.patric"	"X1263070.3.patric"	"X1263072.3.patric"	"X1263073.3.patric"	"X1263074.4.patric"	"X1263105.3.patric"	"X1263107.3.patric"	"X1432052.9.patric"	"X1522.9.patric"	"X1650661.3.patric"	"X1673721.3.patric"	"X169435.7.patric"	"X1697787.3.patric"	"X1897011.3.patric"	"X1952006.3.patric"	"X208479.8.patric"	"X246787.5.patric"	"X2562617057.img"	"X2562617183.img"	"X261299.4.patric"	"X2654588179.img"	"X28116.19.patric"	"X33043.5.patric"	"X39488.4.patric"	"X445970.5.patric"	"X445974.6.patric"	"X457421.5.patric"	"X460384.4.patric"	"X46503.4.patric"	"X469591.4.patric"	"X469610.4.patric"	"X483215.6.patric"	"X545696.5.patric"	"X573.1549.patric"	"X59620.13.patric"	"X59620.24.patric"	"X59620.49.patric"	"X649756.4.patric"	"X665951.3.patric"	"X702446.3.patric"	"X742725.3.patric"	"X742821.3.patric"	"X765821.5.patric"	"X765821.8.patric"	"X817.56.patric"	"X927665.4.patric"	"X999410.3.patric"	"ERS235525_24.hgm"	"ERS235534_25.hgm"	"ERS235560_81.hgm"	"ERS235564_44.hgm"	"ERS396406_17.hgm"	"ERS396428_22.hgm"	"ERS396436_36.hgm"	"ERS396465_42.hgm"	"ERS396493_5.hgm"	"ERS396509_31.hgm"	"ERS396528_23.hgm"	"ERS473051_14.hgm"	"ERS473088_19.hgm"	"ERS473122_41.hgm"	"ERS473180_17.hgm"	"ERS473219_31.hgm"	"ERS473221_34.hgm"	"ERS473240_3.hgm"	"ERS473296_9.hgm"	"ERS473331_31.hgm"	"ERS473343_37.hgm"	"ERS473381_6.hgm"	"ERS473414_25.hgm"	"ERS537180_31.hgm"	"ERS537183_49.hgm"	"ERS537188_55.hgm"	"ERS537194_38.hgm"	"ERS537197_59.hgm"	"ERS537219_61.hgm"	"ERS537221_53.hgm"	"ERS537229_8.hgm"	"ERS537233_63.hgm"	"ERS537236_4.hgm"	"ERS537240_18.hgm"	"ERS537246_12.hgm"	"ERS537247_14.hgm"	"ERS537252_4.hgm"	"ERS537292_27.hgm"	"ERS537293_53.hgm"	"ERS537304_27.hgm"	"ERS537306_47.hgm"	"ERS537338_17.hgm"	"ERS537352_6.hgm"	"ERS537358_50.hgm"	"ERS537369_59.hgm"	"ERS537392_14.hgm"	"ERS608491_27.hgm"	"ERS608493_46.hgm"	"ERS608495_69.hgm"	"ERS608502_34.hgm"	"ERS608507_35.hgm"	"ERS608510_48.hgm"	"ERS608519_39.hgm"	"ERS608530_15.hgm"	"ERS608548_42.hgm"	"ERS608550_64.hgm"	"ERS608550_86.hgm"	"ERS608606_84.hgm"	"ERS631833_15.hgm"	"SRS015663_20.hgm"	"SRS017307_13.hgm"	"SRS019582_79.hgm"	"SRS019910_14.hgm"	"SRS020233_5.hgm"	"SRS020328_21.hgm"	"SRS021219_12.hgm"	"SRS024075_3.hgm"	"SRS049402_2.hgm"	"SRS050026_15.hgm"	"SRS050752_17.hgm"	"SRS056519_39.hgm"	"SRS075878_45.hgm"	"SRS076929_37.hgm"	"SRS077502_20.hgm"	"SRS077552_27.hgm"	"SRS077849_38.hgm"	"SRS098061_38.hgm"	"SRS098717_4.hgm"	"SRS104400_3.hgm"	"SRS142712_3.hgm"	"SRS143991_10.hgm"	"SRS144714_48.hgm"	"SRS147652_2.hgm"	"SRS1596777_76.hgm"	"SRS1596798_70.hgm"	"SRS1596798_81.hgm"	"SRS1596800_42.hgm"	"SRS1596807_67.hgm"	"SRS1596842_68.hgm"	"SRS1596849_88.hgm"	"SRS1596857_138.hgm"	"SRS1596872_171.hgm"	"SRS1719091_5.hgm"	"SRS1719444_21.hgm"	"SRS1719567_3.hgm"	"SRS1735456_15.hgm"	"SRS1735557_8.hgm"	"SRS1735679_4.hgm"	"SRS1735703_14.hgm"	"SRS259497_2.hgm"	"SRS294840_55.hgm"	"SRS294930_28.hgm"	"SRS294956_23.hgm"	"SRS294989_46.hgm"	"SRS295008_15.hgm"	"SRS295010_88.hgm"	"SRS295012_18.hgm"	"SRS311548_12.hgm"	"SRS332210_5.hgm"	"SRS372948_2.hgm"	"SRS373206_4.hgm"	"SRS475574_7.hgm"	"SRS475693_1.hgm"	"SRS476023_14.hgm"	"SRS476024_18.hgm"	"SRS476037_7.hgm"	"SRS476121_4.hgm"	"SRS476326_100.hgm"	"SRS820594_22.hgm"	"SRS820605_29.hgm"
"CSM9X211"	0.113750481511173	0.0916308088164268	"Cluster7"	0	0	0	0	0.0839632898257828	0	0	0	0	0	0	0	1.99155052271553	0	0	0	0	0	0.71505101124773	0	0	0.3987532991216	0.699621733770287	0	0.527352620143492	0	0.470662237854343	0	0	0	0.602182718942107	0	0	0.0872755009467945	0	1.45468526149099	0.388022466703656	0	0	0	0	0.605574079741572	0.862830116891321	0	0.688076688240313	0	0	0	0.380615240141926	0	0.835465081127714	0	0.395630196788681	0.427286250730162	0	0.264536088512801	0	0.73961280524911	0.616356213784057	0	0.649614508648046	0	0	0.530793885103157	0	0	0	0	0	0.522837294890503	0.368818703613537	0.581371642813018	0.644040067873427	0	0.729886524741427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660303546646577	0	0.946994217100869	0	0.0206463366879575	0.769569822087851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.512685619794167	0	0	0.691844871045234	0	0	0	0	0	0	2.7177286435786	0	0.387116876695524	0	0	0.438285185829981	0	0	0	0.388455447955651	0	0.528274698497685	0	0.657694827237675	0.751392929169198	0	0	0	0	0.613593473476378	0	0	0	0	0.311198263669977	0.387203805149929	0	0	0	0	0	0.6202367865873	0	0.604327041906848	1.07546314744584	0	0	0.91544103684727	0	0	0.751171407890149	0	0	0.423326014292158	0	0	0	0.506942339369671	0.417915566382852	0	0.381443791409953	0	0.895753087628985	0	0	0	0	0	0	0
"CSM9X213"	0.154684644221766	0.0581190869952357	"Cluster7"	0	0	0	0	0.0803711420077745	3.70734430032526e-08	0	0	0	0	0	0	2.04633705200078	0	0	0	0.754561511108437	0	0.689961820215172	0	0	0.370828708710915	0.494568256651631	0	0	0	0.681786661201911	0	0	0	0.114519050770814	0	0	0	0.523828355879378	1.36994557597019	0	0	0	0	0	0.506419904902781	0.947600281213007	0	0.760316625474652	0	0	0	0	0	0.763603188922666	0	0.363521958674932	0	0	0.172528373452008	0	0.378857968361383	0	0	0.669709824840369	0	0	0.559993211771475	0	0	0	0	0	0	0.625777717381229	0.561983070169438	0.651846982576388	0	0.798714828257822	0	0	0	0	0	0.689609710663443	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520160937034964	0	0.736305012292717	0	0.143788980959121	0.788075816889454	0	0.73196038522694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6215863755866	0	0	0.681761081918944	0	0	0	0	0	0	1.21120954465307	0	0.334319375996597	0	0	0.297370186173683	0	0	0.286394742983718	0.908604856455953	0	0.399687747677053	0	0.577104805180736	0.711814096051128	0	0	0.227258590392196	0.553420376284984	0.679720029401377	0	0	0	0	0.304802130635679	0	0	0	0	0	0	0.611695085294584	0	0	0	0	0	0.865657423810033	0	0	0	0	0	0.625783505598867	0	0	0	0.383569766191441	0.461270866769486	0	0.381894719455324	0	0.746618832491132	0	0	0	0	0	0	0
"CSM9X215"	0.127264061845548	0.0448201823721488	"Cluster7"	0	0	0	0	0.0342964539108065	0	0	0	0	0	0	0	1.98843037928933	0	0	0	0.611741590916843	0	0.592295135056512	0	0	0.300685223768432	0	0	0.432081390717392	0	0.592268281742653	0	0	0	0.354236714960923	0	0	0	0	0.529399255821496	0	0	0	0	0	0.55053349360778	0.848091655581719	0	0.376467594478947	0	0	0	0.0150042805482951	0	0.814524355530492	0	0.388879298319396	0	0	0	0	0.707483055354836	0.683651615020547	0	0.712167464634877	0	0	0.590312765625206	0	0	0	0	0	0	0.614115248358996	0.715195734701004	0.843188618130585	0	0.879463116685839	0	0	0	0	0	0.0766181241792916	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58347809865888	0	0.568425510125333	0	0.170145875133923	0.550576692049802	0	0.620786126276123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485597298396503	0	0	0	0	0	0	1.96820585357248	0	0.377810555441386	0	0	0.427092183877474	0	0	0	0	0	0.541861822157671	0	0.59736165269739	0.714236833827128	0	0	0	0.767891982105275	0.715155565387328	0	0	0	0	0.357514935787878	0	0	0	0	0	0	0.752414635660938	0	0.188628849460164	0	0	0	0.992174966132496	0	0	0	0	0	0	0	0	0	0.787688121552236	0.587111416269537	0	0.353579947398272	0	0.76382071527306	0	0	0	0	0	0	0
"CSM9X219"	0.119733979713915	-0.0138975136184327	"Cluster7"	0	0	0	0	7.20580001240559e-07	0	0	0	0	0	0	0	2.00314053111133	0	0	0	0.65214728361123	0	0	0	0	0.46124379472544	0	0	0	0	0.518807460818123	0	0	0	0.3175132153055	0	0	0	0.498378985849538	0.822543891780915	0	0	0	0	0	0.481861646821605	0.73058893174556	0	0	0	0	0	0	0	0.785890214358285	0	0.310742116347607	0	0	0.189766885009881	0	0	0	0	0.603876859069848	0	0	0.453611248474683	0	0	0	0	0	0	0.601502598495338	0.667436724342958	0.830826214214969	0	0.775354555771033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457864368168058	0	0	0	0.0425807651979401	0.58724795432434	0	0.634958875178721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.865781147666617	0	0.334117395790891	0	0	0.273993463553249	0	0	0	0	0	0.487158387577331	0	0.483440428485713	0.509744574492704	0	0	0	0.602221151157286	0.630876584162106	0	0	0	0	0.317621467089696	0	0	0	0	0	0	0.571482424493572	0	0	0	0	0	0.900546149833083	0	0	0	0	0	0.487259438288926	0	0	0	0.497955800243302	0.407573490936807	0	0.316566004680267	0	0.757752878135695	0	0	0	0	0	0	0
"CSM9X21J"	0.0698007550673018	0.0627673429840653	"Cluster7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.459896813416707	0	0	0	0	1.7228321792801	0	0	0	0.0618376901376666	0	0.767690142119075	0.263703719067677	0	0.621911488598403	0	0	0	0	0.449068887624252	0.895735918228859	0.192938759236639	0.535118772092978	0	0.626358981011882	0	0	0	0	0	0.746389129881947	0	0	0.419696985689417	0	0	0	0	0	0	0.702292019807802	0	0.666647984730097	0.58547897902878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555496209041119	0	0	0	0	1.10385477549449	0	0.964499373915108	0.622499966274393	0	0	0	0	0	0.543933507125345	0	0	0	0	0	0.461522471416941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.800620047228397	0.652454390550894	0.421816101534259	0.366110235547504	0	0.505914712288098	0.621364720439017	0.601383215255944	0.772774990642384	0	0	0	0	0.264291313666608	0	0	0	0	0	0	0.603778245698771	0	0	0.975625517091559	0	0	0	0	0	0	0	0	0.662806289925114	0	0	0	0.436227514157345	1.26981622234113	0	0.511538125917992	0	0	0.62143629512174	0.703282085840539	0	0	0	0	0
"CSM9X21L"	0.0347561936152588	0.00708251666632148	"Cluster1"	0	0	0	0	0	0	0	0.285896017704843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64831309945066	0	0	0.0420652473748977	0	0	0.697573673169192	0.216640833304178	0	0	0	0	0	0	0.440141843468339	0.873414416485222	0	0.413125818103867	0	0	0	0	0	0	0	0.660878201881142	0	0	0	0	0.49236221722254	0	0	0	0	0.635595855440446	0.483322109171715	0.629676204685119	0.537779087639071	0.512454793502265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64270527972425	0	0	0	0	0	0	0.884068684566088	0.458001930067666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443691046211087	0	0.491581356344034	0.588870271784773	0	0	0.639895046310287	0	0.502401300376627	0	0	0	0	0.339250604959254	0	0	0	0	0.391343109549019	0	0.385428129923019	0	0	0.759638921849099	0	0	0	0	0.511798838449816	0	0	0	0	0	0	0	0.613247119009057	1.08796951736731	0	0.588534838552531	0	0	0	0.656577404222274	0	0	0	0	0
"CSM9X21N"	-0.0172769865153621	0.0416720632909247	"Cluster6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407977407793105	0	0	0	0	0	0	0	0	0	0	1.635850443862	0	0	0.509157153542256	0.427474947904973	0	0.624713261491964	0.223665705612184	0	0	0	0	0	0	0.360288463749817	0.883280665811488	0	0.42382482828019	0	0	0	0	0.443706078622522	0	0	0.667402884302093	0	0	0.62015571528618	0	0.436458318870118	0	0	0	0	0.674184851314689	0	0.633111292698643	0.626599566741224	0.389616141091993	0.534894099286751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592656950376145	0	0	0	0	0	0	0.930047646237605	0.561003697028584	0	0	0	0	0	0.406969004922236	0	0	0	0	0	0	0	0	0	0	0	0	0.611471455662023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443873685001224	0	0.377352662878468	0	0	0	0.537879733988698	0.520721941254605	0.590380032936819	0	0	0	0	0.340629651312906	0.655701263673472	0	0	0	0	0	0.53475339007731	0	0	0.722509257494559	0	0	0	0	0.498597589699869	0	0	0	0	0	0.500935858611859	0.674427231079226	0.607206806855079	1.28177918261372	0	0.538260936444709	0	0	0	0.628425217400767	0	0	0	0	0
"CSM9X21R"	0.0373984644669465	0.133709539037174	"Cluster7"	0	0	0	0.143137427109878	0	0	0.148958407617863	0.57540956707226	0.95006219153674	0	0	0	1.30735955668359	0	0	0	0	0	0	0	0.442104245633493	0.457162266559044	0	0.575181294194338	0	0	0	0.577767291078918	0	0	0.530913417624315	0	0	0	0	1.68302033851032	0.472371922892567	0	0	0.371019681244248	0	0	0.183667189302681	0	0	0	0	0	0	0	0.483151400927669	0	0	0	0	0	0	0	0	0	0.514741412231017	0	0	0.681038492085717	0	0	0	0	0	0.541020807583359	0.604082647705112	0.795590175210596	0.662393314615019	0.438880931355892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.583225581466505	0	0	0	0	0	0	0.965055521806992	0.720975446620374	0	0	0	0	0	0	0	0	0	0	0	0.310019139536543	0	0	0	0	0	0	0	0	0	0.624930127646399	0	0	0	0	0	0	2.92009193152928	0	0	0	0	0	0	0.458194268390947	0	0	0	0	0	0.61206904767204	0	0	0	0	0	0.56675541531015	0	0	0	0	0.274330766718954	0	0	0	0	0.388141477990625	0	0	0	0	0.898630459894734	0	0	0.563869855714669	0	0	0	0	0	0.45987023486134	0	0	0	0.519684154291463	1.34050967464057	0	0.455271604331177	0	0	0	0	0	0	0	0	0
"CSM9X21T"	0.0286688514051289	0.133130713544112	"Cluster7"	0	0	0	0.519019082349425	0	0	0.155142431112084	0.65914406985969	1.03880366636502	0	0	0	1.35107700945411	0	0	0	0	0	0	0	0.43517621464463	0.634833884970677	0	0.501365852559589	0	0	0	0	0	0	0.334014342192944	0	0	0	0	1.76409680231886	0.378572149664983	0	0	0.675147128207386	0	0	0.227075589791104	0	0	0	0	0	0	0	0.53715780008643	0	0	0.973861380207407	0	0	0	0	0	0	0.580960373771176	0	0	0.639464534721438	0	0	0	0	0	0	0.590177109700447	0.816623843825517	0.656455418851824	0.422767106165851	0.636387004830521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578253627060184	0	0	0	0	0	0	0.9070898314269	0.656404868283982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406609886563766	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77110573642221	0	0	0	0	0	0	0.486192963222251	0	0	0	0	0	0.588261711313216	0	0	0	0	0.508685932527821	0.561897451573217	0	0	0	0	0.344526679204196	0.435364978204625	0	0	0	0.392806966637254	0	0	0	0	0.839860712368684	0	0	0.576309884165936	0	0	0	0	0	0.452856535085003	0	0	0	0.741040599042304	1.3286651196852	0	0.501705180228654	0	0	0	0	0	0	0	0	0
"CSM9X222"	0.0564656086218145	0.176993777269371	"Cluster7"	0	0	0.369721228372772	0.377715253513723	0	0	0	0.50544016935382	0	0	0	0	0	0	0	0	0	0	0	0	0.516573631766765	0.405463155291476	0	0.60392767496576	0	0	0	0	0	0	0.395537631577143	0	0	0	0	1.67428272034813	0	0	0	0.486349972149263	0	0	0.169467783016241	0	0	0	0	0	0	0	0.578810542752116	0	0	0	0	0	0	0	0	0	0.595073089608128	0	0	0.575572791209547	0	0	0	0	0	0	0.644727196595059	0.823619309764815	0.726472771452045	0.461122116099293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510168319145866	0	0	0	0	0	0	0.983986274091506	0.773601109120221	0	0	0	0	0	0	0	0	0	0	0	0.46797342199324	0	0	0.455708898466462	0	0	0	0	0	0	0.681279888107682	0	0	0	0	0	0	2.79845689067007	0	0	0	0	0	0	0	0	0.610120276383969	0	0	0	0.637120409563485	0	0	0	0	0	0.518815195586028	0	0	0	0	0.428694373047812	0	0	0	0	0.464301942420503	0	0	0	0	1.10903314450226	0	0	0.64322884004507	0	0	0	0	0	0.661958759383082	0	0	0	0.531283910393226	1.38537385759119	0	0.571311596297464	0	0	0	0	0	0	0	0	0
"CSM9X22G"	0.124374382715577	-0.0709332734774873	"Cluster8"	0.296084673437886	0.348420307898406	0	0	0.267994661392157	0.100169318910976	0	0	0	0	0	0.14883112761563	1.85946506386662	0.416511805107656	0	0	0	0.394188444293901	0	0	0	0	0	0	0	0	0	0	0	0	0.296501893325638	0	0	0	0	0	0	0.473545070927523	0.504796829657086	0	0	0.51023728357803	0.697259579866314	0	0	0.461585497042675	0	0	0	0.38208343503961	0.420067174720227	0	0	0	0	0	0	0	0	0.344317729467336	0.578042494577843	0	0	0	0	0.538928243869779	0	0	0	0.451703655051984	0.716477099823075	0.620033972750866	0.842381834728074	0	0.749155420014465	0	0.411645830573032	0	0.858816535762413	0.248925819967889	0	0	0	0	0	0	0	0	0	1.30970857882904	0	0.718288846664031	0	0	0.446229008161654	0.400840595547747	0.616444700382175	0.460584956853225	0.75581656016525	0	0	0.61383348917484	0	0	0.379671980646269	0	0	0	0	0	0	0	0	0	0.319614235777963	0.498649358686142	0	0	0	0	0	0	0	0	1.88278517193138	0	0	0	0	0	0	0	0	0	0	0	0.441060442906134	0	0	0.589196880773574	0	0.731664034405707	0.69204173958776	0.449700157336822	0.375345781752648	0.400317498272156	0.385904697706634	0.553276945359625	0	0	0.524094253718019	0	0.467319718958429	0	0.606147980657151	0	0	0.469030271278959	0	0	0	0	0.635150535364484	0.82140916642523	0	0.92765273814899	0	0	0	0	0	0	0	0	0	0.128652946109602	1.1801080322919	0	0	0	0	0	0.842278711084564	0	0	0.679408715973589	0.378900846587415	0
"CSM9X22I"	0.192318673979101	0.0801961036103538	"Cluster2"	0.435355183179727	0.340718654215701	0	0	0.286666401426237	0.207673177109766	0	0	0	0	0	0	1.89553569889364	0.446556338539756	0	0.492616140829856	0	0.445803490272553	0	0	0	0	0.49117055024126	0	0.466310985170953	0	0	0.591321377907775	0	0	0.446709776326339	0	0	0	0.475393160824769	0.940061361975352	0	0.43587435697224	0	0.596065717993341	0	0.528728171161024	0.715146612150624	0	0.697998079179309	0.446942518130823	0	0	0	0.379432676928281	0.41354752580172	0	0	0	0	0	0	0	0	0	0.565698814566316	0	0	0.595770094753209	0.885165999117914	0	0	0	0	0.411642295542977	0.748601391317423	0.643609611859343	0.980540671751209	0.436154936144141	0.823533925365866	0	0.45117131045216	0	0.782021700535894	0.238151852975897	0	0.326767001267867	0	0	0	0	0	0	0	1.48175915050287	0	0.67406908798134	0.976950190954251	0	0.491985326877807	0	0.892050574114924	0.615175063716285	0.666758525195298	0	0	0	0	0	0.524889714381857	0	0	0	0	0	0	0	0	0	0.324879100512574	0.521800846456778	0	0	0	0	0	0	0	0	1.85044181415347	0	0	0.305666622339487	2.62819218605657	0	0	0	0	0	0	0	0.375798072413735	0	0	0.730986517325667	0	0.689236033439861	0.708220614606647	0.641656812851945	0.13562512558276	0.381647972730701	0.313205320732221	0.620125377517575	0	0	0.417621753412627	0	0.439844757932233	0	0	0	0	0.520070416239483	0	0	0	0	0.648579445874165	0.832824706782939	0	0.921407987374831	0	0	0.737047955880077	0	0	0	0	0	0	0.467126597189924	1.12854288274249	0	0	0	0	0	0.593105915793248	0	0	0.711665690559579	0.422474927146855	0
"CSM9X22K"	0.125462008643822	-0.00202254245180686	"Cluster8"	0	0.143356199655431	0	0	0.356544959291287	0.138882258168945	0	0	0	0	0	0	1.87942678199165	0.404069974422837	0	0.545535817941967	0.732975131855589	0.486827265876744	0.607835681940705	0	0	0	0	0	0	0	0.521363057888949	0	0	0	0	0	0	0	0	1.59638522679181	0	0.459809188639275	0	0	0	0.658646420711628	0.752371746713291	0	0	0.326341238605777	0	0	0	0.242941521270638	0.403663128787453	0	0	0	0	0	0	0	0	0.381024536394319	0.497342803453379	0	0	0.622589358107919	0	0.551215822003191	0	0	0	0.377143592016971	0	0.504639678832775	0.680418588346071	0	0	0	0.539600850423305	0	0.631026024435609	0	0.606583327617445	0.429895009899639	0	0	0	0	0	0	0	1.60440660295817	0	0.216765666155534	0	0	0	0	0.636898811679337	0	0.595979270887127	0	0	0.790814139778362	0	0	0	0	0.66848837100334	0	0	0	0	0	0	0	0	0.474340029346823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479939650625057	0	0	0.504209854286892	0	0.570112066354101	0.540452669169204	0	0	0.403273655702418	0	0.578053167516413	0	0	0.409773497715701	0	0.176505001108274	0	0	0	0	0	0	0	0	0	0.686267533584598	1.09193877288228	0	0.842694271029995	0	0	0	0	0.615453200631098	0	0	0	0	0.21863025842421	1.13862053245651	0	0	0	0	0	0.591812145969385	0	0	0.745457939577424	0.476517023012777	0
"CSM9X22S"	0.136685635006004	0.00662561013811849	"Cluster7"	0	0	0	0	0.146044072626224	0	0	0	0	0	0	0	1.99441828655828	0	0	0	0.564452257401939	0	0.405468958486962	0	0	0.532880323103724	0.538356831422461	0	0	0	0.673736901780946	0	0	0	0.261799676840021	0	0	0.0643693021877122	0	0	0	0	0	0	0	0.51856317775723	0.947445300168941	0	0	0	0	0	0	0	0.814896607674731	0	0.347155413141218	0	0	0	0	0.644794003266648	0.736957475944512	0	0.69067250224434	0	0	0.380422922005775	0	0	0	0	0	0	0.492329178540306	0.464316055810845	0.670125264819698	0	0.776876530845146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483648384590078	0	0.479511894784419	0	0.0440623379227183	0.675422261338401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57082359732809	0	0	0	0	0	0	2.46937957076572	0	0.344494436713617	0	0	0.356958514949946	0	0	0	0.511289900328621	0	0.490365304994568	0	0.616266836238779	0.657484790184541	0	0	0	0.210604254680251	0.664550823861226	0	0	0	0	0.287864931387052	0	0	0	0	0	0	0.794903729088784	0	0	0	0	0	0.917057601665316	0	0	0.565113051342019	0	0	0.716763690527908	0	0	0	0.635323149759063	0.459008045865201	0	0.369104870839302	0	0.758377240426235	0	0	0	0	0	0	0
"CSM9X22U"	0.135791912225242	0.0455390408734865	"Cluster7"	0	0	0	0	2.82307494198171e-06	0	0	0	0	0	0	0	2.03829684942677	0	0	0	0.712894695363133	0	0.390557748900695	0	0	0.318925572468592	0	0	0	0	0.649805210488778	0	0	0	0	0	0	0	0	0.930875139079619	0	0	0	0	0	0.563312707117981	0.568681557549703	0	0	0	0	0	0	0	0.832382575823573	0	0.38803441805844	0	0	0	0	0.514829017027982	0.638096111338934	0	0.719198260656499	0	0	0.422771787013768	0	0	0	0	0	0	0.0947441652125728	0.779744545082762	0.793751847459294	0	0.596034459198498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67187313114579	0	0.765169801833634	0	0.00492421216215634	0.666336365815648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.648871003772439	0	0	0	0	0	0	2.00444476509149	0	0.339733765989408	0	0	0.365710146340351	0	0	0	0	0	0.474951177104337	0	0.577350829716215	0.531577161772817	0	0	0	0	0.626244039005808	0	0	0	0	0.203428625003444	0	0	0	0	0	0	0.670622668938713	0	0	0.705550767230333	0	0	0.916137097116185	0	0	0.536023939326182	0	0	0	0	0	0	0	0.366090401679722	0	0.376207536642756	0	0.713730423606345	0	0	0	0	0	0	0
"CSM9X233"	0.034188520250351	0.174230899389578	"Cluster7"	0	0	0.320387215024559	0.358976034358197	0	0	0.28651558563352	0.535460882408992	0	0	0	0	0	0	0	0	0	0	0	0	0.597244843707289	0.519862964758985	0	0.648107872829644	0	0	0	0.748676193758469	0	0	0.438401911904646	0	0	0	0	1.71154584214058	0.372145131703085	0	0	0.474763864499326	0	0	0.219425302898987	0	0	0	0	0	0	0	0.557380218133155	0	0	0	0	0	0	0	0	0	0.674416747093275	0	0	0.511881288953563	0	0	0	0	0	0	0.649809129890013	0.791233214250121	0.698406118051506	0.562031726673642	0.39240387868881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59300095079307	0	0	0	0	0	0	1.0380929045908	0.746308708264605	0	0	0	0	0	0	0	0	0	0	0	0.42960878412423	0	0	0.544306922150407	0	0	0	0	0	0	0.618866371070231	0	0	0	0	0	0	2.91456861159638	0	0	0	0	0	0	0	0	0	0	0	0	0.661920494814642	0	0	0	0	0	0.542484981037951	0	0	0	0	0.27110425839729	0	0	0	0	0.498092582934695	0	0	0	0	1.11891816317954	0	0	0.681895635217556	0	0	0	0	0	0.612104389089479	0	0	0	0.568752914322853	1.3296392397216	0	0.514123605384981	0	0	0	0	0	0	0	0	0
