"Axis.1"	"Axis.2"	"Clusters"	"X1297617.4.patric"	"X349741.6.patric"	"X484020.3.patric"	"X568816.4.patric"	"X657309.4.patric"	"X657319.15.patric"	"X709991.3.patric"	"X890402.3.patric"	"X1073375.3.patric"	"X1121101.3.patric"	"X1128111.23.patric"	"X1203465.3.patric"	"X1236512.3.patric"	"X1262754.3.patric"	"X1262776.3.patric"	"X1262777.3.patric"	"X1262889.3.patric"	"X1262947.3.patric"	"X1262949.3.patric"	"X1262979.3.patric"	"X1262989.3.patric"	"X1262992.3.patric"	"X1263070.3.patric"	"X1263072.3.patric"	"X1263073.3.patric"	"X1263074.4.patric"	"X1263105.3.patric"	"X1263107.3.patric"	"X1432052.9.patric"	"X1522.9.patric"	"X1650661.3.patric"	"X1673721.3.patric"	"X169435.7.patric"	"X1697787.3.patric"	"X1897011.3.patric"	"X1952006.3.patric"	"X208479.8.patric"	"X246787.5.patric"	"X2562617057.img"	"X2562617183.img"	"X261299.4.patric"	"X2654588179.img"	"X28116.19.patric"	"X33043.5.patric"	"X39488.4.patric"	"X445970.5.patric"	"X445974.6.patric"	"X457421.5.patric"	"X460384.4.patric"	"X46503.4.patric"	"X469591.4.patric"	"X469610.4.patric"	"X483215.6.patric"	"X545696.5.patric"	"X573.1549.patric"	"X59620.13.patric"	"X59620.24.patric"	"X59620.49.patric"	"X649756.4.patric"	"X665951.3.patric"	"X702446.3.patric"	"X742725.3.patric"	"X742821.3.patric"	"X765821.5.patric"	"X765821.8.patric"	"X817.56.patric"	"X927665.4.patric"	"X999410.3.patric"	"ERS235525_24.hgm"	"ERS235534_25.hgm"	"ERS235560_81.hgm"	"ERS235564_44.hgm"	"ERS396406_17.hgm"	"ERS396428_22.hgm"	"ERS396436_36.hgm"	"ERS396465_42.hgm"	"ERS396493_5.hgm"	"ERS396509_31.hgm"	"ERS396528_23.hgm"	"ERS473051_14.hgm"	"ERS473088_19.hgm"	"ERS473122_41.hgm"	"ERS473180_17.hgm"	"ERS473219_31.hgm"	"ERS473221_34.hgm"	"ERS473240_3.hgm"	"ERS473296_9.hgm"	"ERS473331_31.hgm"	"ERS473343_37.hgm"	"ERS473381_6.hgm"	"ERS473414_25.hgm"	"ERS537180_31.hgm"	"ERS537183_49.hgm"	"ERS537188_55.hgm"	"ERS537194_38.hgm"	"ERS537197_59.hgm"	"ERS537219_61.hgm"	"ERS537221_53.hgm"	"ERS537229_8.hgm"	"ERS537233_63.hgm"	"ERS537236_4.hgm"	"ERS537240_18.hgm"	"ERS537246_12.hgm"	"ERS537247_14.hgm"	"ERS537252_4.hgm"	"ERS537292_27.hgm"	"ERS537293_53.hgm"	"ERS537304_27.hgm"	"ERS537306_47.hgm"	"ERS537338_17.hgm"	"ERS537352_6.hgm"	"ERS537358_50.hgm"	"ERS537369_59.hgm"	"ERS537392_14.hgm"	"ERS608491_27.hgm"	"ERS608493_46.hgm"	"ERS608495_69.hgm"	"ERS608502_34.hgm"	"ERS608507_35.hgm"	"ERS608510_48.hgm"	"ERS608519_39.hgm"	"ERS608530_15.hgm"	"ERS608548_42.hgm"	"ERS608550_64.hgm"	"ERS608550_86.hgm"	"ERS608606_84.hgm"	"ERS631833_15.hgm"	"SRS015663_20.hgm"	"SRS017307_13.hgm"	"SRS019582_79.hgm"	"SRS019910_14.hgm"	"SRS020233_5.hgm"	"SRS020328_21.hgm"	"SRS021219_12.hgm"	"SRS024075_3.hgm"	"SRS049402_2.hgm"	"SRS050026_15.hgm"	"SRS050752_17.hgm"	"SRS056519_39.hgm"	"SRS075878_45.hgm"	"SRS076929_37.hgm"	"SRS077502_20.hgm"	"SRS077552_27.hgm"	"SRS077849_38.hgm"	"SRS098061_38.hgm"	"SRS098717_4.hgm"	"SRS104400_3.hgm"	"SRS142712_3.hgm"	"SRS143991_10.hgm"	"SRS144714_48.hgm"	"SRS147652_2.hgm"	"SRS1596777_76.hgm"	"SRS1596798_70.hgm"	"SRS1596798_81.hgm"	"SRS1596800_42.hgm"	"SRS1596807_67.hgm"	"SRS1596842_68.hgm"	"SRS1596849_88.hgm"	"SRS1596857_138.hgm"	"SRS1596872_171.hgm"	"SRS1719091_5.hgm"	"SRS1719444_21.hgm"	"SRS1719567_3.hgm"	"SRS1735456_15.hgm"	"SRS1735557_8.hgm"	"SRS1735679_4.hgm"	"SRS1735703_14.hgm"	"SRS259497_2.hgm"	"SRS294840_55.hgm"	"SRS294930_28.hgm"	"SRS294956_23.hgm"	"SRS294989_46.hgm"	"SRS295008_15.hgm"	"SRS295010_88.hgm"	"SRS295012_18.hgm"	"SRS311548_12.hgm"	"SRS332210_5.hgm"	"SRS372948_2.hgm"	"SRS373206_4.hgm"	"SRS475574_7.hgm"	"SRS475693_1.hgm"	"SRS476023_14.hgm"	"SRS476024_18.hgm"	"SRS476037_7.hgm"	"SRS476121_4.hgm"	"SRS476326_100.hgm"	"SRS820594_22.hgm"	"SRS820605_29.hgm"
"MSM6J2M3"	0.226675945576846	-0.00689736000499592	"Cluster8"	0	0	0	0	2.75885401143342e-06	0.840998637417563	0.173057592826426	0	0	0	0	0	1.65746296613516	0.547341470861433	0	0	0.650525198895123	0	0	0	0	0	0.418939651443061	0.365422734731681	0	0	0	0.195966112622557	0	0	0	0	0	0	0.555961198734196	1.4780022237193	0	0	0	0	0	0.615911031894192	0.656862069036568	0	0	0.354739988186147	0	0	0	0.31211035914831	0.887764200026552	0.545060021720942	0.517745998798861	0	0	0	0.667475912621232	0	0	0	0.781988754113704	0	0.989588972607286	0	0	0	0	0	0	0	0.0190532588789119	1.09597646533976	0.72527497666268	0.458356311267621	0.926688376997133	0	0.604413452729087	0	0	0	0.68996981172463	0	1.01184923155995	0	0	0.520017027793746	0	0	0.494615738528137	0.558699238189802	0	0	0	0	0.348359428395183	0	0.864220206006365	0	0.747241637642373	0.684024449974767	0	0	0.295158690829151	0	0	0	0	0.55323817985786	0	0.935530589348015	0	0	0.688397934419915	0	0	0.705986851962203	0.536566143162792	0.42711765477571	0	0	0.670769245803167	0	0	0	1.07131450650469	0.390486964605752	0.382926381445379	0	0.156905588819726	0.435811242092309	0.376406837130818	0.472192438578744	0	0	0	0.296179601548492	0.500611697351883	0.444194537314224	0	0.0769309774451744	0	0.154621936337095	0.72756112898566	0.351859383632057	0.449375753427155	0.515777653189181	0.560060029505019	0.692390798254341	0	0.718431859514618	0	0	0	0	0	0	0.568720043087032	0	0	0.63337234829819	0	0	0.453055534198118	0.593654656660385	0	0.632699673569498	0.312199403357924	0	0	0	0.407516914800632	0	0	0	0	0	0.867177442643578	0	0.588316581536175	0	0.836977347581835	0	0.554771828675699	0.67229115042025	0.283979673649501	0.831836075173503	0.43457174898453	0
"MSM6J2MB"	-0.356711681945383	0.303553238933104	"Cluster4"	0	0	0	0	0	0.344712143757302	0	0	0.807858063734723	0	0	0	0	0	0	0	0.26246864246095	0	0.665974132641868	0	0	0	0	0	0	0	0.612401556882306	0	0.819823608891956	0.295281744936271	0	0	0	0	0	1.65448816612164	0.58399622202707	0	0.765522981151756	0	0.770864345350567	0	0	0	0	0	0.503119581066296	1.42693740100454	0	0	0	0	0	0	0	0	0	0	0	0.415109106815326	0	0	0	0.632021076931066	0	0	0	0.904750452172516	0	0	0	0	0.907552201109141	0.510732908012374	0	0	0	0	0	0	0	0	0	0	0	0	0.487344083999583	0	0	0	0	0	0	0	0	0	0.848113440159507	0	0	0	0	0.877014363611076	0	0	0	0	0.654787359994102	0	0	0	0	0	0	0	0.4843458417983	0	0	0	0.797633145349991	0	0	0	0	0	1.82293177430174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448808016623552	0	0	0	0	0	0	0	0.573180307592088	0	0.713347435994624	0	0	0.579428685882213	0	0	0	0	0	0	0	0	0	0.836549961643915	0	0	0	0	0	0	0	0	0	4.72756155144322	0.653263159727241	0	0.361575153234752	0	0.480686677567345	0	0	0	0	0	0	0	0	0	0
"MSM6J2MD"	-0.348866210664242	0.221654568050805	"Cluster4"	0	0	0	0	0	0.308796055126887	0	0	0.789774271746696	0	0.595435262451511	0	0	0	0	0	0.486245768698127	0	0.571137398810495	0	0	0	0	0	0	0	0.722409828696671	0	0	0.431125903190449	0	0	0	0	0	0.974844578808272	0.394260710128003	0	0.677065275888044	0	0.470018164988312	0	0	0	0	0	0.469577804894946	1.32643317881717	0	0	0	0	0	0	0	0	0	0	0	0.433235125277685	0	0	0	0.48592665883793	0	0	0	0.913208047679791	0	0	0	0	1.36750293633375	0.472314686692712	0	0	0	0	0	0	0	0	0	0	0	0	0.561741457919589	0	0	0	0	0	0	0	0	0	0.912236572477238	0	0	0	0	0.491613212565229	0	0	0	0	0.772975569587599	0	0	0	0	0	0	0	0	0	0	0	0.760930663860135	0	0	0	0	0	1.7544132290311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425639997890781	0	0	0	0	0	0	0	0.583459543117328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.808966845104673	0	0	0	0	0	0	0	0	0	0	0.407184232618624	0	0.350617059280388	0	0.556767512682266	0	0	0	0	0	0	0	0	0	0
"MSM6J2MF"	-0.363168060834617	0.294291515506489	"Cluster4"	0	0	0.591887260683267	0	0	0.5987395073345	0	0	0.720764669868047	0	0.454463045259155	0	0	0	0	0	0.603606999765291	0	0.820889000905201	0	0.403877634587389	0	0	0.365534412346608	0	0	0.644395498005766	0	0	0.290220580247166	0	0	0	0.51133437631507	0	1.00604851033085	0.508527703851834	0	0.82121756442652	0	0	0	0	0	0	0	0.708248137940058	1.40187884832087	0	0	0	0	0	0	0	0	0	0	0	0.301458977037803	0	0	0	0.41755156810587	0	0	0	0.826461863802293	0	0	0	0	1.30094200430409	0.544141260626721	0	0	0	0	0	0	0	0	0	0	0	0	0.394283111904686	0	0	0	0	0	0	0	0	0	0.959689711911839	0	0	0	0	0.849246849462557	0	0	0	0	0.740914004656901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84744985853123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.675172170848706	0	0	0	0	0	0	0	0.598429881769635	0	0.565810871657065	0	0	0	0	0	0	0	0	0	0	0	0	0.768680124316152	0	0	0	0	0	0	0	0	0	4.68729841909175	0	0	0.35994179343724	0	0.529324262802837	0	0	0	0	0	0	0	0	0	0
"MSM6J2MH"	-0.357294585348	0.220802903593535	"Cluster4"	0	0	0.401108878860521	0	0	0.329102292841034	0	0	0.773198194649161	0	0	0	0	0	0	0	0.391558302027792	0	0.579045271545095	0	0.497860933873872	0	0	0.32897741026873	0	0	0.526369383074789	0	0.649848160895092	0.341531581419073	0	0	0	0.293823027953323	0	1.6870767134169	0.615917782841016	0	0.81876288737054	0	0.642671191487326	0	0	0	0	0	0.574046556957326	1.427205179685	0	0	0	0	0	0	0	0	0	0	0	0.437361998755629	0	0	0	0.588260732067658	0	0	0	0.843850065846528	0	0	0	0	0.911311567229163	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429615682061532	0	0	0	0	0	0	0	0	0	0.847557392027108	0	0	0	0	0.607914114261733	0	0	0	0	0.617382197066815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79067566371664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411995772235964	0	0	0	0	0	0	0	0.552689458862466	0	0	0	0	0.180695559336731	0	0	0	0	0	0	0	0	0	0.789756972573181	0	0	0	0	0	0	0	0	0	0	0	0	0.446568578092586	0	0.382079237162409	0	0	0	0	0	0	0	0	0	0
"MSM6J2MJ"	-0.337884002046481	0.299531955932713	"Cluster4"	0	0	0	0	0	0.607910257081899	0	0	0.646322975690912	0	0	0	0	0	0	0	0	0	0.391873883424392	0	0	0	0	0.331021967557555	0	0	0.629430935920623	0	0	0.490720953499227	0	0	0	0.247555343333346	0	1.62563812263204	0.442622684548528	0	0.842547479337311	0	0	0	0	0	0	0	0.43727503369827	0	0	0	0	0	0	0	0	0	0	0	0	0.465492824244828	0	0	0	0.488337385262741	0	0	0	0.936231695079214	0	0	0	0	0.957840519680997	0.661718110642847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764806859995122	0	0	0	0	0.917899924995452	0	0	0	0	0.779170370317152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81142360363105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439773868327058	0	0	0	0	0	0	0	0.736094255602606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.830176542659578	0	0	0	0	0	0	0	0	0	4.69052047167708	0	0	0.403777313536091	0	0.655227606329314	0	0	0	0	0	0	0	0	0	0
"MSM6J2ML"	-0.391374928396078	0.146522404163928	"Cluster4"	0	0	0	0	0	0	0	0	0.784934643754191	0	0	0	0	0	0	0	0	0	0.642487459814271	0	0	0	0	0	0	0	0	0	0	0.697541571331545	0	0	0	0.30877400742939	0	0.965550115502627	0.409157631013537	0	0.857762706359615	0	0.915520180792647	0	0	0	0	0	0.481948053274474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603175108571304	0	0	0	0	0	0	0	0	1.32506676208624	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464477566329413	0	0	0	0	0	0	0	0	0	0.812563099822756	0	0	0	0	0	0	0	0	0	0.704140026204434	0	0	0	0	0	0	0	0	0	0	0	0.717614140510016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803345164134173	0	0	0	0	0	0	0	0	0	0	0	0	0.449150667261988	0	0	0	0	0	0	0	0	0	0	0	0
"MSM6J2OH"	-0.168139034388569	-0.182851133792625	"Cluster3"	0	0	0	0	0.0289633096540443	0	0	0	0	0	0	0	1.73394966305502	0	0	0	0	0	0	0	0	0	0	0.661649383190508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617519811974649	0	0	0	0.289220913166548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498669050190362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.793542776057532	0	0	0	0	1.0544430746364	0	0	0	0	0.650543140298907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.570018805976202	0	0.685107651188752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571977940191882	0.919665873272466	0	0	0	0	0	0	0	0	0	0.706043534144453	0	0	0	0	0	0	0	0	0	0	0	0
"MSM6J2OJ"	0.0618201356822315	-0.02079617233639	"Cluster7"	0	0	0	0	0.216431497477762	0	0.190589490806817	0	0.565390475179828	0	0	1.32396506672733	1.70918608277067	0	0	0	0	0.489376192455449	0	0.467457408306915	0	0	0	0.515572632233899	0	0.979970539044941	0.772652441304969	0.3133478280207	0	0	0.546571893117937	0	0	0	0.517842645907254	0	0.707305306233259	0.601385044749302	0.97242973777942	0	0	0.721954470864993	0.739646638410256	0	0	0.296413836491988	0	0	0	0.373423953635847	0.624365037902816	0	0	0	0	0	0	0	0	0	0.747802309151364	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846364981912961	0	0	0	0	0	0	0	0.539777165719164	0	0	0.489963109706941	0	0	0	0	0	0	0.544634905521269	0	0	0	0.658935456649892	0.439940111474116	0.846318193880409	0	0	0.64366308886749	0	0	0	0.670110873309697	0.751320544733335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70113689039518	0	0	0.387845519062588	0	0	0	0	0	0.373196266136787	0	0	0	0.68722166897941	0.603815052920075	0	0	0.516581947756521	0.613851923461124	0.495517037450858	0	0	0	0	0	0	0	0	0	0	0	0.415337474156109	0	0	1.04312895320021	0	0.768909151761678	1.05457828702488	0	0	0	0.751995528913092	0	0.730591297836091	0	0	0	0.653778317513029	1.36443829904453	0	0.478846806994041	0	0	0	0	0	0	0	0	0
"MSM6J2OL"	-0.0847433431691547	0.0615383606327546	"Cluster1"	0	0	0	0	0.123700453670779	0	0	0	0.635296444750044	0	0	0	1.75516695391483	0	0	0	0	0	0	0	0	0	0	0.440073011921282	0	0.683116953118934	0.685084692683206	0.596094674596338	0	0	0	0	0	0	0	0	0	0	0.936908178623073	0	0	0	0.718205308571317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429497447284022	0.631625464248417	0	0	0.494577824795747	0	0	0	0	0	0	0	0	0	0	0.926055195073468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712644058121827	0	0	0	0.477472779126382	0	0	0	0	0.491360876570987	0	0	0	0	0.637477724153987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8536917740821	0	0	0	0	0	0	0	0	0	0	0	0	0.619878364251942	0.695264904755238	0	0.82837764413859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725088349466796	0	0.545963830073386	1.05296525821559	0	0	0	0.710006492036517	0	0.721269197529057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MSM6J2ON"	-0.160457173056849	-0.169547810099679	"Cluster3"	0	0	0	0	0.0490433207873014	0	0	0	0	0	0	0	1.83294517155581	0	0	0	0	0	0	0	0	0	0	0.613056764898459	0	0.766942021176904	0	0	0	0	0	0	0	0	0	0	0	0	0.605115537287568	0	0	0	0.122739497553308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493027107480984	0	0	0	0	0	0	0	0	0	0	0	0	0.435628499684185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.648017800174631	0	0	0	0	0.747097916307318	0	0	0	0.335832176452879	0.862431530543484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678133820548636	0.470585257401391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524490558062353	0.938215661407688	0	0	0	0.639380863252416	0	0	0	0	0	0.555168891521108	0	0	0	0	0	0	0	0	0	0	0	0
"MSM6J2OP"	0.0362156266483975	0.0800886080558904	"Cluster1"	0	0	0	0	2.18219086317996e-06	0	0	0	0	0	0	0	1.80577181562244	0	0	0	0	0.230147536135703	0	0	0	0	0	0.449920050166045	0	0	0.69668134790898	0.491424601465213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.586122861586884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562874990466672	0	0	0	0	0	0	0	0	0	0	0.54776832435095	0	0.367836099251901	0	0	0	0	0	0	0	0.424596660271232	0	0	0	0	0	0	0	0	0	0	0.583396012829621	0	0	0	0.79732508717225	0.684960442594693	0	0	0	0.51631909029036	0	0	0	0	0.760464276428451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95371673815995	0	0	0	0	0	0	0	0	0	0	0	0	0.650796168641823	0.588702291379127	0.431635992223603	0.581968735370159	0	0.576744595843992	0.598330399403773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.787010215247984	0	0.50934612789291	0.899448223727113	0	0	0	0.461086348999475	0	0	0	0	0	0.647877767028732	0	0	0	0	0	0	0	0	0	0	0	0
"MSM6J2PK"	0.193738501687454	-0.167415330657274	"Cluster8"	0	0	0	0	1.18604701406079e-06	0	0.0246129731010837	0	0	0.400882957462447	0	1.33281682591226	1.68111334854013	0.481264014989453	0	0	0	0	0	0	0	0	0	0.276985648345417	0	0	0	0	0	0	0	0	0	0	0.453257599272228	0	0	0.467677043119164	0	0	0	0.518631043202578	0.408781297119936	0	0	0.381864985170157	0	0	0	0	0.77928911154653	0	0.519827420093622	0	0	0	0	0	0	0	0.499024147764586	0.151532886335506	0	0	0	0	0	0	0	0	0	0	1.20477250857778	0	0	0	0.488135470318923	0	0	0.476111612936343	0	0.467795105253047	0.592885261156473	0	0	0.156681307531958	0	0	0	0.355535010507292	0	0	0	0.339695129967102	0	0	0.75688136169854	0	0.69468639243538	0	0	0.715531612932318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705945212230646	0	0	0	0	0	0	0	0	0.357764258661469	0	0	0	0.313513195146515	0.426078182180442	0	0	0	0	0.569690148036746	0.728439496723616	0	0.655083828854806	0.486359450060748	0.511312566537937	0.48899235830562	0	0	0	0	0.226535415102413	0	0	0	0.444612899357519	0	0	0	0	0	0	0	0	0.537669205623786	0	0	0	0	0	0	0	0	0	0	1.31325104601411	0	0	0	0	0	0	0	0	0	0.415208910632028	0
"MSM6J2PM"	0.218346093466627	-0.0704801963504332	"Cluster2"	0	0	0	0	1.02261082322978e-06	0	0.0986989293932678	0	0	0.304938861334442	0	0	1.63222540241488	0.478579030989153	0	0	0	0	0	0	0	0	0	0.287145362661194	0	0	0	0	0	0	0	0	0	0	0.507483234999577	0	0	0.475973756571576	0	0	0	0.489963014383478	0.594087342355501	0	0	0.418047955946758	0	0	0	0	0.841858289529761	0.36179932352555	0.333501778495148	0	0	0	0	0	0	0	0.535902397369879	0.177692274420755	0	0	0	0	0	0	0.57452535549227	0	0.591523755275099	0.907481996275445	0.57206104493488	0.346963880025298	0	0.49919736198492	0	0.653836337257942	0	0	0	0	0.574794924917219	0	0	0.210578273775188	0	0	0	0.443095128980153	0	0	0.768322107688676	0.367134198953461	0	0	0.80665176556457	0	0.836805243488645	0	0	0.735644587763031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26889085233294	0	0.569708120181638	0.31871776369606	0	0	0	0.339833232032402	0.38488856014202	0	0	0	0	0.575686025801684	0.518129254991939	0	0.680895113995818	0.655378381067155	0.705361997031993	0.62975623533842	0.205239929510539	0	0	0	0.623573375236008	0	0.328607539157322	0	0.561827119893038	0	0	0	0	0.553951529434836	0	0	0	0.493397198692249	0	0	0	0	0	0	0	0	0	0	1.40177827445734	0	0	0	0	0	0	0	0	0	0.409752268492024	0
"MSM6J2PO"	0.180444048529524	0.0990739074074942	"Cluster2"	0	0	0	0	0.467286302306051	0	0.237138471848728	0.729775099595404	0	0	0	0	1.75959180894639	0	0	0	0	0	0	0	0	0	0.737810201175947	0	0	0.822433330372969	0.712376774038714	0	0	0	0	0	0	0	0	1.46375576423364	0	0	0	0	0	0.804820201507058	0.609810097076276	0	0.719967930242433	0.624325874261501	0	0	0	0.467673529221442	0.367568428171351	0	0	0	0	0	0.719970866190264	0	0.796359162742052	0	0.694233691771928	0	0	0.516536050772919	0.698523254636927	0	0	0	0.58934619083339	0	0.647537960137991	1.07365035962059	1.04935638342758	0	0.908155285411313	0	0	0.669649862212249	0	0.401718599820575	0.753667630682443	0	0	0	0	0	0	0	0	0	0	0	1.00854835118323	0	0.378445175473972	0	0.85473190290043	0	0.685575031860322	0.869906165224136	0	0.506174064119954	0.668696970795719	0.808068558238076	0	0.646511277762258	0.528387299264262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.554950500083444	0	0	0	0.838500819128525	0	0	0.930617588837445	0	0	0	0	0.447372890539546	0	0	0	0	0	0.557961713159673	0	0.57633814471265	0	0.631548712030507	0.651479554695886	0	0.417619741908204	0.796520599898632	0	0	0	0	0	0	0	0	0	0.572723804348276	0	0	0	0.508320484218882	0.824516174811113	0	0	1.05521028771422	0	0	0	0	0	0.298436929357974	0	0	0	0	1.14680057569713	0	0.575746550310266	0	0.702885051586778	0	0.737770731118848	0	0	0	0	0
"MSM6J2PS"	0.198512038667402	0.0771723000421807	"Cluster2"	0	0	0.890704640076809	0	0.219185605778082	0	9.82798338974613e-05	0.927571909538353	0	0	0	0	1.52171423733133	0	0	0	0	0.313589735658918	0	0	0	0	0.600968655013019	0	0	0.485325747835007	0.569469265632267	0	0	0	0	0	0	0	0	0.896891502599764	0	0	0	0	0	0.618414239904964	0.609807740295416	0	0.618071817705582	0.393431450995784	0	0	0	0.559916162988869	0.611600572854062	0	0.563858300387194	0	0	0	0.84594545913504	0	0.704000392387621	0.388296059094949	0.717834981804972	0	0	0.532840650310414	0.753076454652498	0	0	0	0.557624998412483	0	0.0795677817156216	1.08094684305486	1.24525838690427	0.354728177823309	0.629643138123137	0	0	0.661695909517312	0	0.47649284466586	0.700865635525957	0.416822607852235	0	0	0	0.508356099035848	0	0	0	0	0	0	1.16986052877367	0	0.324216581450337	0.506776267514442	0.811323499031971	0.531007240118319	0.825326038647265	0.667254403243417	0	0.660752632864641	0	0.736346652538466	0	0.607888160496408	0.559419688793764	0.516501869549266	0	0	0	0	0	0.702381010022805	0	0	0.625619592770149	0.669865462088121	0	0	0.821285398781657	0	0	0	0	0.66580278824849	0.406380038709268	0	0.428278379154781	0	0	0.347969633006291	0	0.408886853259543	0	0.279101542552215	0.490669285759607	0	0	0.450175158114377	0	0.530451445224582	0.677790428740728	0.624968339273002	0.390711120821561	0	0.50715701616438	0.532345101884558	0	0	0	0	0	0	0.669977492444466	1.00765491482797	0	0.601416586461561	0	0.420452479176698	0	0.525735754582461	0.8145294648151	0	0	0.730099457714615	0	0	0	0	0	0.538423211395625	0	0	0	0	1.14740945179056	0	0.473037112400029	0	0.627456042742457	0	0.650231689077578	0	0	0	0.467333587686431	0
"MSM6J2PU"	-0.0506851782658828	-0.0107011780136871	"Cluster3"	0	0	0	0	0.245721243126774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.721851905545645	0	0.758411557586714	0	0	0	0	0	0	0	0	0	0.688129562830633	1.19139033505687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40756475599437	0	0	0.394944603675506	0	0	0	0	0	0	0	0	0.507705329274237	0	0	0	0	0	0	0	0	0	0.658725296815492	0	0	0	0	0	0	0	0	0.522815918424409	0	0	0	0	0	0	0	0.594709988550127	0	0	0	0	0	0.617696817860797	0	0	0	0.690437480217564	0.448849395340513	0	0.55242287861577	0.554054508907889	0	0	0	0	0	0	0	0	0	0.80701813863067	0	0	0	0	0.808075189410423	0	0	0.785967031865448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
